Gene	Score
FOSB	0.07423705404518618
GALNT5	0.07437011144994125
OR2T4	0.07496489571175463
USP29	0.07528170643116187
CDH4	0.07596738600622176
ZFPM2	0.07599034875238693
WBP11	0.07721122371909842
RGL3	0.07733710275723192
MNAT1	0.07733935640576015
ZPLD1	0.07735296445859315
AANAT	0.07761794080349114
SLC39A5	0.07820602064030042
PPP1R7	0.078547232349011
FGB	0.07884286432096636
COL4A2	0.07886754147771123
RAB28	0.07896118484508396
FFAR1	0.07897106332642838
C11orf16	0.0790334684508704
GZF1	0.07904331094063956
VAX1	0.07936418410410122
TCEAL7	0.08019902992091608
NDUFB9	0.08174457755712056
MXRA8	0.08188670469797388
NEXN	0.08196420301229417
PNMA8A	0.08261865510135234
KIF7	0.0827815654147961
SEC61B	0.0840955069681887
STXBP3	0.08423732970934417
CBX8	0.08434901618649718
LRRC69	0.08440732364449177
ZNF76	0.08513123141413456
KCTD11	0.08572722296597089
MTMR3	0.0861300242806922
FOXN2	0.08623308573178237
PTK7	0.08649230463988965
BTBD3	0.08690102421632782
NAP1L3	0.08716599724587909
P2RY12	0.08801148177024179
ACOT2	0.08807619427901282
LRRC4C	0.08810001639631447
TMEM168	0.08821903323317483
MYH1	0.08832048125275149
CBR3	0.0886693852953773
PALMD	0.08869449265103284
PHKB	0.08899444091956728
CCND1	0.08905374796181874
PLB1	0.0890700231960175
NLRP4	0.08932518174603535
CDH8	0.08948817072339674
UTP15	0.08964626544094532
TAS2R10	0.0900284568050163
DHDDS	0.09110588886727802
OR2L13	0.09135667509207349
RNPC3	0.09198063232183293
SRF	0.09227795771386797
KRT16	0.09269295899196253
OR52B6	0.0928801136847646
KLB	0.09357864328585923
PUS7L	0.09372124032039972
TMPO	0.0939354091736446
BMP2K	0.09419926148052826
RIMS2	0.09458243003059487
MYO7B	0.09498181368732064
PRR19	0.09523464506993744
EIF5A2	0.09561992104409336
TBL2	0.09654960520757175
TAMALIN	0.09689934406551719
PLAC1	0.09695930638043443
LMAN1L	0.09731510548659544
ENPP2	0.09792278692613143
SMG5	0.09795508188877093
UPF3A	0.09827988253692499
IFT80	0.09909911209126591
TTC30B	0.099130738004369
ATP12A	0.09934218119616318
ABL1	0.0994107554376251
SNX13	0.09953168399446982
CPT1B	0.09976677539583746
CCT5	0.10099161036584636
OR5AN1	0.10110493959941605
ZNF3	0.10130548120159959
HOXB8	0.10186659454504847
PSMA1	0.1023401262596429
KRT77	0.10252186099443214
TOP3B	0.10338340315114548
GBX1	0.10385918064012709
MIER2	0.10430461308275252
HACL1	0.10482804999847713
LECT2	0.10484757063865908
WNT7A	0.10487164490678087
KCNJ16	0.10533864658868491
SLC9A9	0.10553185174534398
BRSK1	0.10573585333968627
KISS1	0.1058127294601472
TRAF7	0.10606051745944926
RPS6KA3	0.10624671699376281
CRISPLD1	0.10629647493697221
NPR2	0.1066688233329898
HCLS1	0.10677567132849476
TTC8	0.1068729549850613
MOCS3	0.1072744068055822
KRT71	0.10729887397534985
SLIT2	0.10826865152771249
RARB	0.10856232450155888
RDX	0.10861519177695277
PTPRCAP	0.1089478953166175
CBL	0.10896449480379648
GPR17	0.10896828475448184
PCMTD2	0.10916645374916187
DNAJC5	0.1092075528059162
MUSK	0.1092281874758405
DYDC2	0.10942582715275066
TAS2R7	0.1096135401405426
FSIP1	0.10984525238888558
MUC6	0.11003790140632692
SERPINI1	0.11096076433564249
NUDT6	0.11145437004805263
GDF10	0.11151115087727115
THUMPD2	0.11151878794818829
SLK	0.11167145776130671
CHD3	0.11170038666814999
LRRC46	0.11178267531672612
LRRTM3	0.11184692107376704
NXT2	0.11227298247666632
CELSR2	0.11244984094398484
SLC10A2	0.11251260670070115
CDYL2	0.11253682890773853
PIK3C3	0.11275306059140894
HCCS	0.11282475272265619
OR5L2	0.1130826235288745
GLB1L	0.11310987435766132
YY1	0.11333877142464956
RAP1A	0.11344848978275507
LY75	0.11396065592700202
PTPRR	0.11424105247858174
TRAPPC2L	0.11424280181710313
SYT1	0.11426954783287076
HAPLN1	0.11426961243941683
INTS4	0.11444569186624046
FAM149B1	0.11494608559484666
FOXH1	0.11495875144203915
SAFB	0.11498532546710433
SLCO2B1	0.11508775202058141
CCDC130	0.11522559015406636
TRAT1	0.11528652095913516
GNG8	0.11528982614841268
ALDH1A3	0.1153263946502997
GZMM	0.115528132717074
CLPX	0.1163523162202634
PTGER4	0.11653617948358823
LRFN1	0.11685540489136344
TINAG	0.11721658548060865
THOC6	0.11742192785946726
OR13C3	0.11755131267415454
SLITRK2	0.1175610163314744
SRBD1	0.11766631384595208
MEF2D	0.11813297583297563
CNOT6L	0.1183141455485624
SERPINA9	0.1183217294191885
OR52N2	0.11832910695829488
GIMAP1-GIMAP5	0.11875568684803739
ZNF467	0.11893011229898419
FKBP7	0.11906554123701492
TJP2	0.11949179675388054
HNF1B	0.11953348651602698
RPP40	0.11954127148223873
ABCC4	0.11974741586303055
KIAA1328	0.12041717790407194
SLC4A10	0.12046440393960632
ABCA1	0.12090578884469978
MKX	0.12094717393442904
SUGT1	0.12144618680379726
WTAP	0.12159237981751717
SAT2	0.12192008328084226
SRGAP1	0.1221217829326505
ERBB2	0.12214828576591252
ZFAND3	0.12225968683464096
EFNA2	0.12242017847102736
ADH1C	0.12266830752529406
C16orf92	0.12271495680434662
NLRP2	0.12271984481612985
NAT14	0.123092001378922
ANKK1	0.1235048113747085
CACNA2D4	0.12363738563958515
GCNT7	0.12366897475755055
CPN2	0.12399518005041495
INSM2	0.1240678331746772
RTKN2	0.12446365267200589
SATL1	0.12468256977231774
PIM1	0.12471903211946758
OR2H1	0.12479319564322383
CAMK1	0.12482804978964256
DGKI	0.1248480254470745
BCAT1	0.12497684162847886
FAT4	0.12505212023574122
RNF214	0.12597111645366346
KCNG1	0.12597219808036966
RPS26	0.1262298296493753
CPT1A	0.12633221454209395
CNIH3	0.12653050406888353
PCBD2	0.12670651800553434
TTBK2	0.12675584617518335
NMNAT2	0.12676451144402584
SLITRK1	0.12678246644161498
PCK1	0.12724238898745438
TSHZ1	0.12747245582102384
NCL	0.12747786232780517
HSCB	0.12775582517693926
IL13RA1	0.12776378165517824
SIRT4	0.12785642432960528
PRSS21	0.1285230495487262
SNTA1	0.1286279390564624
ZNF641	0.12870430875296004
SENP6	0.12885302440864665
AFAP1L2	0.1289742675043016
MALL	0.12906117848965037
STAG3	0.12916786154378654
CHCHD6	0.12916922516760532
CPB1	0.12925325143587932
PIK3C2B	0.1295214837585277
THEM4	0.12966444275303424
KATNAL1	0.12972712179122398
PARK7	0.12980830546278155
MAK	0.1299611059334244
CYYR1	0.13010795457127702
GPR139	0.13062387285307456
CTRL	0.1308737600128197
CCDC28B	0.13101167215270224
INCENP	0.13137536091865093
ADCYAP1	0.13187815250499277
ZNF346	0.1324869536562485
ATP2A3	0.13264038665565756
ASGR1	0.13272161051522924
FOXI1	0.13302751643438926
RNF157	0.13309104475904956
UBE2O	0.1332793693254276
VASH1	0.13329025966648045
CEACAM16	0.13353326114579991
PLEKHB2	0.13356296765955444
GALNT13	0.13380693006064687
EPHA4	0.13425995598927676
MAFB	0.13434377496936567
TIPIN	0.13436584265763452
DCC	0.1344289318760721
RAC1	0.13477398738035531
FCHO2	0.1348320974448436
ST8SIA2	0.13490737606184458
NOL4	0.1349189582662667
CCBE1	0.13502442787329763
CHCHD1	0.1350380750040016
SMPD3	0.13585475853986465
AKT2	0.13619181588376794
DIRAS2	0.136312478171823
KRT14	0.13634572258530422
MYH14	0.13635129734901363
TSFM	0.1364835093376157
DHTKD1	0.13649724823366777
SLC35B4	0.13660675457948057
TPBG	0.13726850043213107
C4orf46	0.13740921717751253
PTH2R	0.13746290036462558
MMP7	0.137531601751976
TPD52L1	0.13760868872048718
PSMA4	0.13768540047063973
UTRN	0.13805726030287463
CLRN1	0.13810966710288353
DHRS7B	0.13815856594896694
ZCCHC4	0.13821230067008253
ADAMTS14	0.13848473728738678
NHLH1	0.13853492831491743
GYS1	0.1386153234210186
SLC23A2	0.13879480696013763
ABHD8	0.1388039216761231
AFAP1	0.13884115758648247
SRPX2	0.1391297640043507
UBN1	0.13921235027786102
TFPI	0.13949648284650254
AFM	0.13950822746535202
SEMA3B	0.1395706120863525
ITCH	0.13957742744398888
TAF6	0.1396541887279082
AP1G2	0.13971850834332045
FOXO6	0.1397917192938837
EGR2	0.1398282211158689
CHSY1	0.13989275727903214
CHKA	0.13994058591238978
GALK2	0.140127692830703
PHC3	0.14076652365071265
RBPMS	0.14099579080127034
MLPH	0.14111795895959825
DPF2	0.1411755840689528
GSPT2	0.14135486911362685
FBLN5	0.14162129653622402
TAS2R60	0.1417711419194372
C1orf194	0.14179000783545545
ZFAND6	0.14188301673303397
WNK2	0.1420855594775124
ZBTB5	0.14218815340132246
TRIM46	0.14251904844680374
ASF1A	0.14252303293343935
EMP3	0.14288585737592452
KRT79	0.14317991805352553
ARMC7	0.1433837697433227
AMIGO1	0.14357926875215435
PIGV	0.14361226669395696
LIN7C	0.14371737251644512
KCNJ10	0.14446595294428852
PAPPA2	0.1445688486583224
MOG	0.14466927634936808
TGFBR2	0.14478818319087056
DUSP14	0.14495162465768355
PRDM6	0.145216065614447
OR7G2	0.14532166048329676
SLC25A17	0.1454199002002723
CCNYL1	0.1455981945516507
FBXO42	0.14637542936797154
OR6C68	0.14661316769424051
LEFTY2	0.1470049004019193
C5	0.147345989642398
SIM1	0.14738423110159526
FOXK2	0.147548176251818
CACNA1G	0.14776770258845617
PIR	0.14795448057073032
CYP17A1	0.14799105947792263
C1QL4	0.14856017273351885
FGA	0.14901738532320383
AFF4	0.14904926302521873
LRIG3	0.1491854628144812
ST6GALNAC2	0.1492333277447477
TEX9	0.1500612134505106
LUM	0.1505314957299703
YPEL4	0.1505424692616052
DLL4	0.15088028197278597
ESRRG	0.1510196727271378
ASH2L	0.1515423778568047
IMMP2L	0.15158710484731655
THAP7	0.1516028486406896
ANXA9	0.1516398059424374
DAAM2	0.15166237532705532
GLI2	0.15176496886856666
FCRL5	0.1519720948668422
PNOC	0.15240502196777997
MRPS15	0.1524281472314774
IL2RB	0.15254968635230004
PQBP1	0.15309623643960846
KLHL23	0.15321905118700027
HDLBP	0.15328648103340117
KIAA0930	0.15338002263609782
LYRM2	0.15373239620459497
FABP2	0.15378179277169565
PEMT	0.15384520902823434
CAMK1G	0.15397245593123723
STRA6	0.154070457256947
SLC6A7	0.15427847978716944
NAGA	0.15446939443952076
OR51B4	0.1546918065171843
CCNL1	0.15473850388144336
NRTN	0.15506625345228495
OCA2	0.15510287396964575
GAB2	0.1552429309423215
SCN10A	0.15545020423929712
NSL1	0.1557079655888557
PCDH11X	0.155716804137005
ATF7IP2	0.1557384699620467
RALY	0.15575779874199439
IL2	0.15591557048444007
ZFP92	0.15592333232535577
CNKSR3	0.15616108125591285
CXXC5	0.15624496454676742
REM1	0.15632491429198062
CAPG	0.15636698313653197
DHRS9	0.15658226727099306
CRABP2	0.15661512167300906
ADAL	0.15667385129070469
CIDEC	0.15718207524737757
GLIS1	0.15728625291036927
TMEM14A	0.1573147344740436
PSORS1C2	0.15736177201580318
NDUFA7	0.1574341607948087
LYN	0.15754826659506277
AVPR1A	0.1575827195674119
SOX6	0.15770338882251425
TMPRSS11E	0.1577037868833792
SPATA18	0.15779580027145304
NDUFA3	0.1581315505626032
MCCC1	0.1581427680580964
PAFAH1B1	0.15821427776844899
ALG3	0.15823625673770694
OR2L2	0.15915078142123193
EDARADD	0.15939799342042685
IL22	0.15949268531504326
FGF10	0.15961951245040168
HOXB1	0.15967592361381341
STAM	0.1596809582056102
BMP15	0.15987743185023964
CCKBR	0.15991715127859268
GNAT1	0.16012804918629295
TBC1D20	0.16029437945804678
RIMBP2	0.1604242793710107
SV2C	0.16051095841177673
SVOPL	0.1610337925522638
PWWP2B	0.16104337374582703
ALX4	0.1610954562055636
CCNL2	0.1611135079767094
FHL3	0.16116040662884082
FHOD3	0.16175511236283036
SFXN5	0.16178627598575432
DPY19L3	0.16197726618262837
NAALADL1	0.1620480390389402
S100A8	0.1623259893520688
CPA1	0.16241222993710244
SEC14L4	0.16245715882412146
METTL1	0.16268693113095004
RPL18A	0.16320418550447266
RASGEF1B	0.1633100805158353
QTRT1	0.16337710989873067
PYY	0.16340341865648994
CCDC93	0.16350602727226318
SPCS2	0.1635959797487316
PLXNA4	0.1636888561642382
RNASEL	0.16382109957678484
ZNF408	0.1639886752049938
MANEA	0.16407884437309306
PCDH15	0.16423480171570937
ASPHD2	0.1642449439699116
STEAP2	0.1644720871020239
VGLL2	0.16483612462953656
PDZD7	0.1649730906177882
TBC1D22A	0.16505899519846817
LPAR2	0.16507285302810035
SEMA5A	0.1651418795679688
CLSTN2	0.16541776740277805
CENPP	0.1657125570792908
GEMIN8	0.16583807949691992
KLF11	0.1659034280920742
MXD3	0.16603767237102762
MED18	0.16626431181121593
PGP	0.16631124427079116
MTHFR	0.16714330730957658
CNNM4	0.16721258255714402
SPINT2	0.16750709087087423
CDC20B	0.16753092743467726
MRPL54	0.16774758087984515
DMRTC2	0.16780661628047805
POMT2	0.16780815025428772
UBE2D3	0.16807980456473826
AVP	0.16836271068958208
SLC46A2	0.16845639748283392
ALOX12B	0.16858540705772462
SEMA3E	0.16889032515955557
SLC25A4	0.1689150217531543
SPATC1	0.16910970775251175
WIPF2	0.16970758122877216
OR7D4	0.17000700502494823
SDF2	0.17027472437585883
HEPACAM2	0.1704207558266887
SHROOM4	0.17059541780265425
TRPM6	0.17059678858019245
SOCS1	0.1706358577014304
M6PR	0.17075220428698482
HHATL	0.17090045505073026
ANKS6	0.17090342223685304
NDST3	0.1710923946383598
CTSD	0.1710974220652392
CDC37L1	0.17129495794965813
RBBP9	0.1713891146370134
CSTL1	0.17141781234392053
XPA	0.17155305393174453
FEZ1	0.17171512038300205
MRGPRX2	0.171864580405274
CELSR3	0.1720078769826479
THAP2	0.172020087768291
PHLDA1	0.1722211849931173
UCN	0.1722246685917223
SLFN5	0.17223848130834069
MFSD8	0.1723417610782052
TFPT	0.17252026081863767
HAT1	0.17253294718034604
CLN6	0.17266801991956174
HAGHL	0.17279384797325714
OR13F1	0.17289822291595724
OR3A2	0.17297544659186193
ELF3	0.1730343515514055
TEP1	0.17307132587056503
TUBB1	0.17329226448167834
RIT2	0.17338105805231496
GSG1L	0.1738602442749614
CTF1	0.17394821453677028
ZNF428	0.17401289033053538
EAF2	0.17440685199443393
GAS8	0.17459885887802082
MCOLN2	0.17464223527974862
CCL28	0.17475546057369312
FABP7	0.17480128319541352
RFX7	0.17493939361513097
LENG9	0.17516005553372616
ACOT8	0.1753342390712238
DPPA2	0.17558436426699758
MAPK15	0.17566513618474452
ATP9A	0.17586070818280192
DSG1	0.17595395077496795
CRHR2	0.1759647151252565
LAPTM4A	0.17599583718103884
ULBP1	0.1760438066087826
GAST	0.17625103820049953
PNPLA5	0.17638965363171125
DSG2	0.17651089473947737
LSM6	0.17652251468169738
WNT5A	0.1765494616209126
SEZ6	0.17664907978758443
REEP5	0.17679916515354496
ANGPTL1	0.1768508874049753
TTC9	0.17685505389514122
NEK6	0.17688432766981022
ATP5MC2	0.1769485233182986
LCN12	0.17696806661667577
TLL1	0.17730438431746648
LAMB2	0.17735193095214075
ACTR10	0.1774585983111837
DGKD	0.17772327441848235
MTM1	0.17781513248233569
KCNK4	0.17782935603999073
ZNF563	0.17786581687295774
OR4D6	0.17791018859920307
CHRNA9	0.17792936469855206
KIAA0319L	0.17796443372326362
PIM2	0.17801263235486442
KCNC2	0.17805633849701571
ALDH2	0.17813666436912656
ZNF250	0.17824005916385777
FYN	0.1782511411112309
CHMP1B	0.1784344518395533
RAB11FIP1	0.17885389629676202
GSTCD	0.17896274206941218
CPLX4	0.17903616223950802
CDH10	0.17905022443601484
RRS1	0.17910054923662258
JPH2	0.17926275945881384
MRGPRX1	0.17934315762537512
HERC2	0.17942293325683495
PLEKHA4	0.17967022039355576
CAPZA3	0.17975774760910657
DNAJC1	0.17977104278582282
PPP3CB	0.17978081185742442
RETNLB	0.1802804239650117
RIPK3	0.18050391990587702
SYNGAP1	0.18052962758085234
KRT12	0.18054689652348
LUC7L2	0.18074710148951698
SLC22A6	0.18082265401598235
SERPINA6	0.18085861384510318
NEUROG3	0.18095908279054324
TMEM184C	0.18096847287694176
TSPAN17	0.18098466528513776
LRRN3	0.1811583982132283
TMPRSS4	0.1812513535600881
NDC80	0.181334614142295
TNRC6A	0.18138066897104851
RSPH1	0.18140727499778253
PDK3	0.18149898007981066
VGLL1	0.18165621328090822
TMTC3	0.18169390867886825
CDC37	0.1817619139836741
DRD5	0.18178178758107907
CTSV	0.18186350946205757
LYRM7	0.18203011595009477
TESC	0.18208358416727827
ARRDC3	0.18226875256022138
SLC25A14	0.18241019817355164
FBXL16	0.18252618240861468
SLC3A2	0.18257673386636075
ALG11	0.18258641381590268
ADO	0.1826925293176319
CDC42EP4	0.1829407514302112
MAF1	0.1829896049770348
TOP2A	0.18311346376471085
ANKRD26	0.18318588843859265
MUC2	0.18342991881029574
TXNDC5	0.1836437896261593
BANP	0.18366778981220488
CCDC83	0.1836891810742282
ACP3	0.18386129610207672
SNRPD1	0.18427323134444853
OR51A7	0.18435792573900772
UFC1	0.18447850733259075
CSNK1G3	0.18465014050492423
LRRIQ3	0.18486105748146342
PLCB2	0.18490048360085387
UMOD	0.18492556721782089
EFNB3	0.1849789871704926
PSMB5	0.18503581341013617
PTAFR	0.18525748158809555
FBXW10	0.1853190099349601
PLTP	0.1853696050234244
SSBP1	0.18557307668309284
GIMAP7	0.18560693427348104
IFNGR2	0.18561012657748244
HORMAD1	0.18590561257747243
MORC4	0.18599077189797397
KPNA4	0.18599464525555096
TMEM74	0.18606081922289683
SLC6A17	0.18648483352195236
EEF2K	0.18712179110471305
EIF4H	0.1872401135156715
ZNF707	0.18745773127837703
C12orf73	0.1875370349895443
BASP1	0.18754009960425028
BIRC7	0.18766338986285055
SNAI1	0.1877904835383907
CD200R1	0.18783174830142613
ADAMTSL3	0.18791083735708258
C17orf67	0.1879566265387071
DOCK5	0.18801389025385196
NPC1	0.18807284833372004
UGT1A3	0.18817969455441677
GOLGA5	0.18835008864893715
TMEFF2	0.1892094523323139
GPM6B	0.18931351773416355
CENPH	0.1894047521322182
MED23	0.18960922251614928
ADCY10	0.19009873774490513
NAT8L	0.19059933607243928
DHRS1	0.19068009154165352
TRPV1	0.19071662956560265
SYT6	0.19074672938669834
MGAT2	0.19083489801956532
NUP88	0.19139203653131012
CRCP	0.19160991313049353
SLC7A14	0.19173312707477053
CLMN	0.19219781016693396
SMARCC1	0.19249129759050093
LHX9	0.19262723388355857
TEX12	0.1927324160498802
SUSD3	0.1927440936115981
ATP1A2	0.19306913891511
TMEM62	0.19308789293330678
TMEM40	0.19320551594512866
PCSK5	0.19322114275855704
CCL22	0.19334137253853484
KCNJ9	0.19342217369168663
GK	0.19346927593218186
SLC37A1	0.19400975031350565
HDAC6	0.19433902632253694
JAK3	0.1945010267917625
FXR2	0.19456668698805735
ABHD3	0.19490144968290288
DPY30	0.19495796727071096
RHPN2	0.1949943534428957
YIPF6	0.19515969613235193
AURKB	0.19527768689127584
LRRC27	0.19528413804886538
SMARCAL1	0.19536465666977532
BRSK2	0.19566180612851578
PTEN	0.1957318024993255
CAPN6	0.19586121388557742
NDUFA4	0.19602071253365394
WWC2	0.1960219305410883
TANC2	0.19615240223554756
RUSC1	0.19622944678145257
MED31	0.19628818018633162
PPARGC1A	0.19634048103568968
FSTL1	0.1963641803003971
CCDC126	0.19641464241256196
LIPN	0.19654646284030705
OR2A12	0.19671209407149814
ATCAY	0.19671855381249342
NUMBL	0.19678579549897185
FGL1	0.19699344714790343
CHGB	0.1970138673392976
ROBO1	0.19706057536330415
GLB1L3	0.1973714166367711
MEP1B	0.1974678819952659
IL17RD	0.19761686220967747
FAM168A	0.1976435746074912
ANKRD40	0.1977117886935686
GJA3	0.19778391125117406
GLRX3	0.1980833579942221
C16orf46	0.19808834719826904
PNPLA3	0.19817058822656897
SP4	0.19826591292030388
SST	0.19845694917642343
LYPD3	0.1985824310901597
DDX42	0.19906233890534478
SLC10A3	0.19916383900273923
SMAD6	0.19917483333258762
GLG1	0.19941962217312723
CYGB	0.19955994168441835
CYP2F1	0.19970298383319995
RAD54L	0.19980803936342417
POFUT1	0.19985249899315177
KIFAP3	0.19988935685406256
KCTD12	0.20008381280190168
OSR1	0.2001793420469194
C10orf88	0.20057043509357297
GIT1	0.20060806655644084
KRT73	0.20138817953231222
SCN3A	0.20140722559147284
TMEM89	0.2015146357360415
TBX20	0.20156033498775566
CPEB2	0.20178337345455732
PSMC2	0.20198947377242962
USO1	0.2022100890824306
UTP6	0.20225694206766145
NACA	0.202333301221345
OR8B2	0.20243205285884275
UCHL3	0.2025343240823804
TMED7	0.20265504539002802
PTPN13	0.20274052040131546
SORCS3	0.2028888199203686
VIT	0.20296975728723018
MRPL27	0.20297753996467474
MCHR1	0.20300857791323204
ABCG2	0.20321251881242372
EED	0.20326129968944373
SLC22A14	0.203398502393046
LCN10	0.20377581910673245
AGXT2	0.20386665875360702
ACSBG2	0.203932671540987
A1BG	0.20412268245472473
OGN	0.20430445825446997
IL7	0.20444772262301975
CHRNB3	0.2045087477819286
SLC10A4	0.20467139809327162
SLC39A10	0.20468962599554572
HOXC6	0.20478785629156313
MASP2	0.20494069896873618
ANKRD24	0.205008277663364
DOK7	0.2050727068312401
TMPRSS6	0.2055090455296294
ZNF260	0.20555444657424765
MEST	0.2055706876640746
SFTPD	0.205628480091482
AFAP1L1	0.20566382889258222
TAF5	0.2056978560715364
GFPT1	0.20572844431180862
RRAGD	0.20605236485383013
LINGO2	0.20606149423326606
DKC1	0.20618140578794347
CCDC110	0.2065269588737744
ARFGAP3	0.20667061716252969
GLE1	0.20691087686744766
SLC41A2	0.20700792269839668
TBX5	0.20711843329623805
SHC3	0.207149019911632
COQ5	0.2072159288129914
DAP	0.20734668626140793
ACBD5	0.20735923703107026
PELI3	0.20741990907604158
KIAA1755	0.20775414491372604
CHRNA2	0.20807525490325476
RASSF7	0.20821836605798197
SLC2A9	0.2083456022719575
SRPRA	0.20838418955294638
ADCK2	0.20888810843148017
UPK1A	0.20890270138602526
DDX19B	0.2090058332937927
PPFIBP1	0.2091065645035256
GPC1	0.20920013583558592
UGT1A10	0.209322568182883
B3GALT6	0.2096901602578485
LCOR	0.20975303191117586
SYPL2	0.20981149760293744
IFNA4	0.21000850263337273
EBAG9	0.21006067512145335
CHST14	0.21015404667874565
RNF24	0.2105816315441335
CSDE1	0.2106007507889603
TMEM209	0.21072279224747048
KRTDAP	0.21075655793002462
WDR12	0.21093684198729423
NDUFA11	0.21113638217409375
OR2T4	0.2113099691984366
FAM170A	0.21141464628095116
SLC35A5	0.21162746313195807
COL4A5	0.21188923844293073
MUC15	0.21230456557139737
DGKE	0.2123070146588142
LXN	0.2126071734293181
TSNAXIP1	0.21260955877630586
IGFBP5	0.21269260234056378
MARCO	0.21299815257143656
OR13C8	0.21319929386244188
KCNN1	0.21326285280748533
DUOX1	0.2133008813557001
SLC26A7	0.21335553508007096
CXorf65	0.2135410647403997
OR51B2	0.21405194046951131
OR7A17	0.21407258983621896
HES1	0.21407410982482963
NDRG4	0.2142949991471894
PCDHA5	0.21446852800995878
SNX18	0.2144743978750731
TRPV2	0.21460046442145864
SRL	0.21460064215152563
AQP6	0.21462577006099529
PCSK2	0.2147278127597651
KLK11	0.21474804918789947
DPF3	0.21477626022826174
HLA-A	0.2148061391903869
CYB561D2	0.21500507100843472
CCNB2	0.21531226912897147
TBC1D5	0.21542694322770295
FASN	0.21549048812575855
BOLA1	0.21602212752508873
SNX4	0.21606369667743602
PSMB11	0.21610170357171776
BHMT	0.21624949096844243
PFKFB4	0.21640273665560197
GPR84	0.2165273061988494
SLC6A3	0.21656103468809582
COX4I1	0.21659194083667513
GABPB1	0.21686139641630445
FBXL7	0.21690503308660428
WEE1	0.217010278171889
PAX5	0.21720622735197312
COL6A1	0.2175982317717368
APRT	0.21762075118695168
SGSM2	0.2177869654133207
MAP3K6	0.21794462434355485
PCDHA11	0.21825517283943688
METTL2A	0.2184260856399681
DOCK4	0.21851785251315944
SYT3	0.2185699709048721
GUCY2F	0.21861167488142433
MSC	0.21862068894872647
CA12	0.2189101291303453
LAPTM4B	0.2190106548796528
STK3	0.21927042665234772
SLC4A4	0.2193996011115979
ANAPC11	0.21943190401881282
ARSK	0.21957386655018152
ERRFI1	0.21974785063334487
RRP15	0.21983130149143296
MCC	0.21992009948107863
CHGA	0.22006076145069858
NPPC	0.220149132641319
DNAJC17	0.22034408149747028
ZMYM3	0.22043542209339503
OR52B4	0.22051840683659724
EIF1AD	0.22053530091146828
C12orf65	0.22073847294516932
CSGALNACT2	0.2209629747768425
LAD1	0.22098735054929813
MYO10	0.22105358658012703
PLEKHG2	0.2213735925755137
HNRNPR	0.22141413285146092
KCNT2	0.22150803446617545
VILL	0.22163092165365483
NKTR	0.22211702722642374
LYPD4	0.22224931876570622
OSGEP	0.22254532545283282
SYTL3	0.22254692474698337
FGG	0.22261608751939702
PTPRZ1	0.22261615194052042
TRAM1L1	0.22263345280727675
KCNA4	0.22265618065438342
MPP4	0.22265910110108814
KCTD7	0.22303992443256465
SLC16A4	0.2231669049526322
BSG	0.22351100992022868
POLR3F	0.22362712541048904
PTK6	0.22363321414271134
IQCG	0.22366660144794986
TSGA10IP	0.22371824186641143
RFTN2	0.22384192889883148
NR0B2	0.22415297632316392
PEX3	0.22417440875843095
FEZF1	0.22421313281122138
CACNG2	0.22433534506277936
IPP	0.22434758452152928
TRIP11	0.22438163683823134
CLOCK	0.22463711600963096
CDC20	0.2247138688542519
CASQ1	0.22473380805743157
CNTNAP2	0.22479873212413037
MEGF8	0.2249949979065153
ADRB3	0.22506989209606446
CATSPER4	0.2251082158434569
IL11	0.2252477861758342
PCTP	0.2253305810330349
HSPB8	0.22552880322356972
ZBTB1	0.22559074996470188
CACNA2D3	0.22562045764656347
C2orf88	0.22574172477143553
SLC12A8	0.22597440015949163
ZBTB37	0.2260895431912194
KLRG1	0.2261666173380208
GBX2	0.22636806440763454
CDH26	0.22656169056280523
KLHL32	0.22694314691606896
DMP1	0.22694766372048417
CABP5	0.227240261185015
GDNF	0.22725377769983393
C11orf52	0.22732644815729544
IL10RB	0.22743166879758403
TRIM42	0.22744325436859797
LYZ	0.2276115881712325
NFE2L3	0.2276850756109219
MCOLN1	0.2277382956169736
ITSN2	0.2278813505700814
ACADM	0.22788966565297614
CMKLR1	0.2279180906875378
CUEDC2	0.2283957401051295
ZNF471	0.22858266006726943
CCR7	0.22886424267742633
KHDC1L	0.22939615888398338
ZNF609	0.22955149594084046
GRAMD2B	0.2295735613983593
PELO	0.2296517750431022
HINT3	0.22970523185899713
ZNF775	0.22978014444214373
EFCAB5	0.2299728079773446
COL5A3	0.23015457679135332
PLCE1	0.23039872045613344
OR52H1	0.2304127793664968
KCNJ3	0.23043981837130653
C15orf39	0.23045569365466068
MRPL30	0.2305144188848293
CHN1	0.23077998030082847
PHPT1	0.23080563935529216
B3GALT1	0.2308104569722629
PAFAH1B2	0.2308183190176953
ZNF449	0.23090510548766244
CD3G	0.23136328775188825
MMP25	0.23144535824453222
CD34	0.23150584885190753
TMPRSS11D	0.23152174535118522
NUP210L	0.23157014615425991
ARMC5	0.23157349451578255
TMEM11	0.23160397807428704
BDH1	0.23195165262263062
ASL	0.23201193363650055
NR2F6	0.23217184788479658
CCT7	0.2323798701930992
RAB39B	0.2326987064232965
LRP6	0.23270169029741633
HCN3	0.2329722080713629
CETN2	0.2330305005794233
ADAM20	0.2330444255822209
NAV3	0.23314776281985836
GCK	0.23335885184051108
CAPS2	0.23354029356309172
